ID,Title,Publication Date,Language,Published In,Is Open Access,Open Access Status,URL,Type,Authors
W1492618243,ISMA - The Index-based Subgraph Matching Algorithm,2012-01-01,en,,false,closed,https://www.research.ed.ac.uk/portal/en/publications/isma--the-indexbased-subgraph-matching-algorithm(97459991-3169-412f-bc5a-18e3bf3e8997).html,article,"Tom Michoel,Pieter Audenaert,Sofie Demeyer"
W1492709831,"Drawing series parallel digraphs symmetrically☆☆This research has been supported by an Australian Research Council Grant, KOSEF postdoctoral fellowship, and the SCARE project at the University of Limerick.",2000-12-01,en,Computational Geometry,false,closed,https://doi.org/10.1016/s0925-7721(00)00020-1,journal,"Peter Eades,Sangho Lee,Seok-Hee Hong"
W1493245438,Deterministic search strategies for relational graph matching,1997-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-62909-2_85,book series,"Richard C. Wilson,Mark Williams,Edwin R. Hancock"
W1493654313,EGP: Extendible graph processor,1997-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/bfb0027903,book series,"Brian Garner,Dickson Lukose,Eric Tsui"
W1493768132,F-factors of graphs: A generalized matching problem,1979-04-01,en,Information Processing Letters,false,closed,https://doi.org/10.1016/0020-0190(79)90026-7,journal,Jo ̈rg Mu ̈hlbacher
W1494743555,Spectral Embedding of Feature Hypergraphs,2008-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2F978-3-540-89689-0_35.pdf,book series,"Peng Ren,Edwin R. Hancock,Richard C. Wilson"
W1494752250,A linear descriptor for conceptual graphs and a class for polynomial isomorphism test,1995-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-60161-9_43,book series,"Olivier Guinaldo,Olivier Cogis"
W1494772291,Towards distributed graph grammars,1987-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-18771-5_47,book series,"M. J. S. Lowe,Paul Boehm,Hartmut Ehrig,Udo Hummert"
W1495210655,Associative nets: a graph-based parallel computing model,1997-09-01,en,IEEE Transactions on Software Engineering,false,closed,https://dl.acm.org/citation.cfm?id=254499.254503,journal,A. Mérigot
W1495397611,An effective speculative evaluation technique for parallel supercombinator graph reduction,1993-01-01,en,,false,closed,https://dl.acm.org/citation.cfm?id=164773,article,Jr. James Stewart Mattson
W1495629564,A fast algorithm for the bipartite node weighted matching problmem on path graphics with application to the inverse spanning tree problem,1998-01-01,en,RePEc: Research Papers in Economics,false,closed,https://ideas.repec.org/p/mit/sloanp/2700.html,repository,"James B. Orlin,Ravindra K. Ahuja"
W1495769428,On linear graphs in 3-sphere,1970-12-01,en,Osaka Journal of Mathematics,false,closed,https://ir.library.osaka-u.ac.jp/repo/ouka/all/10053/ojm07_02_12.pdf,journal,Shinichi Suzuki
W1496075299,Modellierung und Darstellung graphischer Datenstrukturen in PRODAT,1988-01-01,de,Informatik-Fachberichte,false,closed,https://doi.org/10.1007/978-3-642-73608-7_3,book series,"Dagmar Köhler,Peter Baumann,Thomas Batz"
W1496260302,Data structure for representing a graph: combination of linked list and hash table,2009-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/0908.3089,repository,Maxim A. Kolosovskiy
W1497214886,GSPBOX: A toolbox for signal processing on graphs,2014-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/1408.5781,repository,"Nathanaël Perraudin,David I Shuman,Lionel Martin,Vassilis Kalofolias,David K. Hammond,Pierre Vandergheynst,Johan Paratte"
W1497311729,Extending graph homomorphism and simulation for real life graph matching,2011-06-30,en,,false,closed,https://www.cs.ucsb.edu/~yinghui/mat/papers/Wu-thesis-new.pdf,dissertation,Yinghui Wu
W1497886488,DaVinci: Data-driven visual interface construction for subgraph search in graph databases,2015-04-01,en,,false,closed,https://doi.org/10.1109/icde.2015.7113411,article,"Feida Zhu,Jinbo Zhang,Sourav S. Bhowmick,Hong H. Nguyen,Byron Choi"
W1499023258,Algorithms and dynamics data structures for basic graph optimization problems,2011-01-01,en,,false,closed,http://deepblue.lib.umich.edu/bitstream/handle/2027.42/89641/duanran_1.pdf?sequence=1,dissertation,"Seth Pettie,Ran Duan"
W1499313444,A theory of alternating paths and blossoms for proving correctness of the $$O(\sqrt V E)$$ general graph maximum matching algorithm,1994-03-01,en,COMBINATORICA,false,closed,https://doi.org/10.1007/bf01305952,journal,Vijay V. Vazirani
W1499387297,RDF versus attributed graphs: The war for the best graph representation,2015-07-06,en,International Conference on Information Fusion,false,closed,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7266563,conference,"Gregory Tauer,Michael R. Margitus,Moises Sudit"
W1500012667,"A very fast, practical algorithm for finding a negative cycle in a digraph",1986-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-16761-7_89,book series,"Paul G. Spirakis,Athanasios K. Tsakalidis"
W1501486526,A better heuristic for orthogonal graph drawings,1994-01-01,en,Lecture notes in computer science,false,closed,https://dspace.library.uu.nl/bitstream/handle/1874/2715/1995-04.pdf?sequence=1&isAllowed=y,book series,"Thérèse Biedl,Goos Kant"
W1502433001,A new probabilistic model for the study of algorithmic properties of random graph problems,1983-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-12689-9_118,book series,"Marco Protasi,Maurizio Talamo"
W1502650061,Custom FPGA-based soft-processors for sparse graph acceleration,2015-07-01,en,,true,green,https://dr.ntu.edu.sg/bitstream/10356/81243/1/Custom%20FPGA-based%20soft-processors%20for%20sparse%20graph%20acceleration.pdf,article,Nachiket Kapre
W1503068523,Automatic learning and recognition of graphical symbols in engineering drawings,1996-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-61226-2_11,book series,"Horst Bunke,B. T. Messmer"
W1503191084,Optimizing CPU cache performance for Pregel-like graph computation,2015-04-01,en,,false,closed,https://doi.org/10.1109/icdew.2015.7129568,article,"Songjie Niu,Shimin Chen"
W1503300632,Simulated annealing algorithm for detecting graph isomorphism,2008-10-01,en,Journal of Systems Engineering and Electronics,false,closed,https://doi.org/10.1016/s1004-4132(08)60195-4,journal,"Geng Xiutang,Kai Zhang"
W1503535481,Set-based approach for lossless graph summarization using Locality Sensitive Hashing,2015-04-01,en,,false,closed,https://doi.org/10.1109/icdew.2015.7129586,article,Kifayat Ullah Khan
W1503703902,Search of Weighted Subgraphs on Complex Networks with Maximum Likelihood Methods,2008-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2F978-3-540-69387-1_63.pdf,book series,"Marija Mitrović,Bosiljka Tadić"
W1503954191,Dynamic interaction graphs with probabilistic edge decay,2015-04-01,en,,true,green,http://www.cs.cornell.edu/%7Ewenleix/paper/tide.pdf,article,"Andrey Balmin,Yuanyuan Tian,Peter J. Haas,Wenlei Xie,Yannis Sismanis"
W1504086611,Advances in graph drawing,1994-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-57811-0_2,book series,"Roberto Tamassia,Ashim Garg"
W1505352413,A robust point matching algorithm for autoradiograph alignment,1996-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/bfb0046965,book series,"Patricia S. Goldman‐Rakic,Suguna Pappu,Eric Mjolsness,Lila Davachi,Anand Rangarajan,James S. Duncan"
W1505480957,Index notation of grid graphs,2012-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/1210.7123,repository,A.M. Bos
W1506563608,A greedy approximation algorithm for the longest path problem in undirected graphs,2012-09-12,en,arXiv (Cornell University),false,closed,https://arxiv.org/abs/1209.2503,repository,Lajos L. Pongrácz
W1506754921,Constructing physically intuitive graph invariants,2002-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/quant-ph/0206068,repository,Terry Rudolph
W1507533182,Drawing Algorithms for Series-Parallel Digraphs in Two and Three Dimensions,1998-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/3-540-37623-2_15.pdf,book series,"Aaron Quigley,Peter Eades,Sang Ho Lee,Seok-Hee Hong"
W1507926915,Data Dependent Circuit for Subgraph Isomorphism Problem,2002-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-46117-5_109,book series,"Shûichi Ichikawa,Shoji Yamamoto"
W1507964143,Probabilistic Subgraph Matching Based on Convex Relaxation,2005-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/11585978_12,book series,"Christian Schellewald,Christoph Schnörr"
W1508237662,A Direct Algorithm to Find a Largest Common Connected Induced Subgraph of Two Graphs,2005-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-540-31988-7_15,book series,"Bertrand Cuissart,Jean-Jacques Hébrard"
W1508633701,A graph theoretic approach to scene matching,1990-01-01,en,,false,closed,https://ntrs.nasa.gov/api/citations/19910022633/downloads/19910022633.pdf,article,Laure J. Chipman
W1509032106,Testing Hypergraph Coloring,2001-01-01,en,Lecture notes in computer science,true,green,http://www.cs.princeton.edu/courses/archive/spring04/cos598B/bib/CzumajSohlerTestHypergraphColor.pdf,book series,"Christian Sohler,Artur Czumaj"
W1509054457,Biologically inspired surface preprocessing for improving recognition with enhanced elastic graph matching (EEGM),2005-08-25,en,,false,closed,https://doi.org/10.1109/icsmc.2002.1173470,article,"Juan López Coronado,Patricia Ruiz,Miguel Pinzolas Prado"
W1509389007,A GPU-based parallel algorithm for enumerating all chordless cycles in graphs,2014-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/1410.4876,repository,"Humberto J. Longo,Diane Castonguay,Elisângela Silva Dias,Hugo Alexandre Dantas do Nascimento,Walid Abdala Rfaei Jradi"
W1509623030,Pattern spaces from graph polynomials,2004-02-03,en,,false,closed,https://doi.org/10.1109/iciap.2003.1234096,article,"Edwin R. Hancock,Richard C. Wilson"
W1509664253,Finding disjoint trees in planar graphs in linear time,1993-01-01,en,Contemporary mathematics - American Mathematical Society,false,closed,https://ir.cwi.nl/pub/1499/1499D.pdf,journal,"Bruce A. Reed,Neil Robertson,Alexander Schrijver,Paul Seymour"
W1509880240,Object recognition using the stochastic attributed relational graph matching,2005-01-01,en,,false,closed,https://s-space.snu.ac.kr/handle/10371/48894,dissertation,박보건
W1510713725,Automatic Learning of Structural Models of Cartographic Objects,2005-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-540-31988-7_26,book series,"Nicolas Loménie,Güray Erus"
W1510835612,Parallel algorithms for connected components in a graph,2006-01-25,en,Fundamentals of Computation Theory,false,closed,https://doi.org/10.1007/bfb0028804,conference,"Vácłav Koubek,Jana Kršňáková"
W1511992750,A neural accelerator for graph colouring based on an edge adding technique,1998-01-01,en,Natural Computing,false,closed,http://eprints.ecs.soton.ac.uk/9656/,journal,"Janez Žerovnik,John Shawe‐Taylor,Barry Rising,Peter Burge,M. van Daalen"
W1512096342,Straight-line drawing algorithms for hierarchical graphs and clustered graphs,1997-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2F3-540-62495-3_42.pdf,book series,"Peter Eades,Qing-Wen Feng,Xuemin Lin"
W1512341726,Pipelined query processing in the DBgraph storage model,2005-12-11,en,Springer eBooks,false,closed,https://doi.org/10.1007/bfb0032452,ebook platform,"J.-M. Thévenin,Philippe Pucheral"
W1512538053,A MRF Based Random Graph Modelling the Human Cortical Topography,1995-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-540-49197-2_20,book series,"Jean Régis,Jaime López-Krahe,Y. Samson,Vincent Frouin,Isabelle Bloch,Jean-François Mangin"
W1512571642,Retrieval of 3D articulated objects using a graph-based representation,2009-03-29,en,Eurographics,false,closed,https://doi.org/10.2312/3DOR/3DOR09/029-036,conference,"Ioannis Pratikakis,Stavros Perantonis,N. Sapidis,Panagiotis Papadakis,Alexander Agathos,Philip Azariadis"
W1512756268,An Edge-Based Framework for Fast Subgraph Matching in a Large Graph,2011-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-642-20149-3_30,book series,"Sangjae Kim,Inchul Song,Yoon Joon Lee"
W1512849744,The complexity of graph problems for succinctly represented graphs,1990-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-52292-1_20,book series,"Antonio J. Lozano,José L. Balcázar"
W1512990806,Efficient algorithms for finding maximal matching in graphs,1983-01-01,en,Lecture notes in computer science,true,green,http://academiccommons.columbia.edu/download/fedora_content/download/ac%3A140444/CONTENT/cucs-048-83.pdf,book series,Zvi Galil
W1513129247,Maximum run length in a toroidal grid graph,2004-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/math/0412530,repository,Margaret I. Doig
W1514379495,Symbol recognition using graphs,2004-06-03,en,,false,closed,https://doi.org/10.1109/icip.2003.1246613,article,"Gemma Sánchez,Josep Lladós"
W1514401476,A Polynomial Time Algorithm for Finding a Largest Common Subgraph of almost Trees of Bounded Degree,1993-09-25,en,IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences,false,closed,http://ci.nii.ac.jp/naid/110003215627,journal,Tatsuya Akutsu
W1515438066,Layered graph traversals and Hamiltonian path problems — An algebraic approach,1998-01-01,en,Lecture notes in computer science,true,green,https://opus.bibliothek.uni-augsburg.de/opus4/files/26223/26223.pdf,book series,"Thomas Brunn,Bernhard Möller,Martin Russling"
W1515899375,Transputer network implementation of a parallel projection algorithm for conceptual graphs,1995-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-60161-9_40,book series,"Pavel Kocura,Alfred Chan"
W1516105368,Simple proof of fault tolerance in the graph-state model (6 pages),2006-01-01,en,Physical Review A,false,closed,https://dialnet.unirioja.es/servlet/articulo?codigo=1999218,journal,"Debbie Leung,Panos Aliferis"
W1516116165,The complexity of searching succinctly represented graphs,1995-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-60084-1_75,book series,José L. Balcázar
W1516190296,Deadlock resolution in pipelined query graphs,2005-01-01,en,,false,closed,http://nms.csail.mit.edu/~stavros/pubs/deadlock.pdf,article,Vladislav Shkapenyuk
W1516486508,Attributed graph grammars for graphics,2005-10-05,en,Springer eBooks,false,closed,https://doi.org/10.1007/bfb0000103,ebook platform,Herbert Göttler
W1517186914,An Algorithm Portfolio for the Sub-graph Isomorphism Problem,2007-08-21,en,Springer eBooks,false,closed,https://doi.org/10.1007/978-3-540-74446-7_8,ebook platform,"Roberto Battiti,Franco Mascia"
W1517240904,"Digital line graphs from 1:2,000,000-scale maps",1983-01-01,en,U.S. Geological Survey circular/U.S. Geological Survey Circular,true,bronze,https://pubs.usgs.gov/circ/1983/0895d/report.pdf,journal,"H.W. Calkins,Wayne Schmidt,C.A. Hallam,Michael A. Domaratz"
W1518384768,An Automatic Layout Algorithm for Lograph,2005-04-05,en,,false,closed,https://doi.org/10.1109/vlhcc.2004.7,article,"P.T. Cox,Omid Banyasad"
W1518613540,Lowering the complexity of k-means clustering by BFS-dijkstra method for graph computing,2015-04-01,en,,false,closed,https://doi.org/10.1109/coolchips.2015.7158653,article,"Yasuhiko Nakashima,Anna Zhang,Jun Yao"
W1520523903,3DCube: A tool for three dimensional graph drawing,1997-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/3-540-63938-1_70.pdf,book series,"Maurizio Patrignani,Francesco Vargiu"
W1520603507,O(log*n) Time Parallel Algorithm for Computing Bounded Degree Maximal Subgraphs,1993-01-15,en,Journal of information processing,false,closed,https://catalog.lib.kyushu-u.ac.jp/opac_download_md/3142/rifis-tr-34.pdf,journal,"Satoru Miyano,Tomoyuki Uchida"
W1521628290,Top-K Correlation Sub-graph Search in Graph Databases,2009-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-642-00887-0_14,book series,"Lei Zou,Lei Chen,Yansheng Lu"
W1521790300,"A Quantitative Comparison of the Subgraph Miners MoFa, gSpan, FFSM, and Gaston",2005-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/11564126_39.pdf,book series,"Marc Wörlein,Ingrid Fischer,Thorsten Meinl,Michæl Philippsen"
W1522399527,Subgraph Transformations for the Inexact Matching of Attributed Relational Graphs,1998-01-01,en,Computing. Supplementum,false,closed,https://doi.org/10.1007/978-3-7091-6487-7_5,book series,"Pasquale Foggia,Mario Vento,Carlo Sansone,L.P. Cordella"
W1522622831,An expectation-maximisation approach to graph matching,1997-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-62909-2_95,book series,"Andrew Finch,Edwin R. Hancock,Richard C. Wilson"
W1522667450,On Subgraph Isomorphism,2008-02-19,en,arXiv (Cornell University),false,closed,https://arxiv.org/pdf/0802.2612,repository,S. A. Gubin
W1522694128,Efficient parallel graph algorithms for coarse grained multicomputers and BSP,1997-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-63165-8_195,book series,"Alessandro Roncato,Nicola Santoro,Siang Wun Song,Frank Dehne,Edson N. Cáceres,Afonso Ferreira,Ingo Rieping,Paola Flocchini"
W1522822252,Recognition of Unigraphs through Superposition of Graphs (Extended Abstract),2009-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-642-00202-1_15,book series,"Tiziana Calamoneri,Rossella Petreschi,Alessandro Borri"
W1523198988,Hypergraph Partitioning through Vertex Separators on Graphs,2011-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/1103.0106,repository,"Ali Pınar,Cevdet Aykanat,Ümit V. Çatalyürek,Enver Kayaaslan"
W1524085562,Notice of Retraction: Toward graph's peak resolution by using DPSO algorithm,2010-05-01,en,,false,closed,https://doi.org/10.1109/opee.2010.5508179,article,"Zhao Zheng,Hong Zhou,Hongpo Wang,Y B Li"
W1524358346,Decomposition trees: Structured graph representation and efficient algorithms,2005-11-22,en,Springer eBooks,false,closed,https://doi.org/10.1007/bfb0026094,ebook platform,Clemens Lautemann
W1524449906,Projection in conceptual graphs using neural networks,2002-11-19,en,,false,closed,https://doi.org/10.1109/northc.1995.485025,article,"George G. Lendaris,Kyle Willett"
W1525086062,Weighted minimum common supergraph for cluster representation,2004-06-03,en,,true,green,https://zenodo.org/records/1270845/files/article.pdf,article,"Horst Bunke,M. Vento,G. Guidobaldi"
W1525308859,Generalized fault tolerance properties of star graphs,1991-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-54029-6_200,book series,Pradip K. Srimani
W1525394366,"A design and implementation of an efficient, parallel watershed algorithm for affinity graphs",2011-01-01,en,,false,closed,https://dspace.mit.edu/handle/1721.1/66820,dissertation,Aleksandar Zlateski
W1525702913,Error-tolerant graph matching: A formal framework and algorithms,1998-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2FBFb0033223.pdf,book series,Horst Bunke
W15258839,Parallel Computing Using Multilevel Hypergraph Partitioning for Three-Dimensional Scramjet,2012-01-17,en,ASME eBooks,false,closed,https://doi.org/10.1115/1.859810.paper103,ebook platform,"Zhenghua Wang,Yaoyuan Zeng,Wentao Zhao"
W1525887080,Making pattern queries bounded in big graphs,2015-04-01,en,,true,green,https://www.pure.ed.ac.uk/ws/files/19939329/icde15.pdf,article,"Ruizhe Huang,Yang Cao,Wenfei Fan,Jinpeng Huai"
W1526095213,Planar graphs : theory and algorithms,2008-01-01,en,Dover Publications eBooks,false,closed,http://ci.nii.ac.jp/ncid/BA03595586,ebook platform,"則茂 千葉,隆夫 西関"
W1526415249,A graph model for probabilistic computation,1990-02-01,,Journal of information processing,false,closed,https://ci.nii.ac.jp/naid/110002673494,journal,"Hirotaka Kikyo,Shinichi Yamada"
W1526646203,A resource assignment problem on graphs,1995-01-01,,Lecture notes in computer science,false,closed,https://doi.org/10.1007/bfb0015448,book series,"Satoshi Fujita,Masafumi Yamashita,Tiko Kameda"
W1526892021,Synthesis of attributed hypergraphs for knowledge representation of 3-D objects,1988-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-19036-8_55,book series,"Shaoqiang Lu,Andrew K. C. Wong"
W1527768578,The correlation between the complexities of the non-hierarchical and hierarchical versions of graph problems,2006-01-31,en,Springer eBooks,false,closed,https://doi.org/10.1007/bfb0039598,ebook platform,"Klaus W. Wagner,Thomas Lengauer"
W1528035887,Indexing and Mining of Graph Database Based on Interconnected Subgraph,2006-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/11875581_118,book series,"Xiaoming Jin,Haichuan Shang"
W1528108233,A Dushnik - Miller type dimension of graphs and its complexity,1977-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-08442-8_119,book series,"Jaroslav Nešetřil,Aleš Pultr"
W1528536379,"""Dualities"" in graph theory and in the related fields viewed from the metatheoretical standpoint",1981-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2F3-540-10704-5_11.pdf,book series,Masao Iri
W1529089674,Objekterkennung durch Monomorphie von Anordnungsgraphen,1989-01-01,de,Informatik-Fachberichte,false,closed,https://doi.org/10.1007/978-3-642-75102-8_2,book series,Herbert Müller
W1529545264,Including geometry in graph representations: A quadratic-time graph isomorphism algorithm and its applications,1996-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2F3-540-61577-6_12.pdf,book series,"Xiaoyi Jiang,Horst Bunke"
W1529971426,Similarity searching in files of three-dimensional chemical structures: representation and searching of molecular electrostatic potentials using field-graphs.,1997-01-01,en,Journal of Computer-Aided Molecular Design,false,closed,https://doi.org/10.1023/a:1008034527445,journal,"David A. Thorner,P. Matthew Wright,Robin Taylor,Peter Willett"
W1530436944,An interactive computer graphic system for molecular studies,1972-01-01,en,,false,closed,http://dl.acm.org/citation.cfm?id=906110,article,William V. Wright
W1530438385,ERRORS-2: a 3D object recognition system using aspect graphs,2003-01-06,en,,false,closed,https://doi.org/10.1109/icpr.1988.28159,article,"Kevin W. Bowyer,John Stewman,Daniel Eggert,Louise Stark"
W1531105244,From Exact to Approximate Maximum Common Subgraph,2005-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-540-31988-7_25,book series,"Simone Marini,Bianca Falcidieno,Michela Spagnuolo"
W1531138865,Efficiently scanning all spanning trees of an undirected graph.,1993-06-01,en,,false,closed,http://ci.nii.ac.jp/naid/110000025460,article,"Akihisa Tamura,Akiyoshi Shioura"
W1531796485,A turnip graph engine,2001-01-01,en,Stata technical bulletin,false,closed,https://ideas.repec.org/a/tsj/stbull/y2001v10i58gr45.html,journal,Steven Woloshin
W1532092812,Matching of Chemical and Biological Structures Using Subgraph and Maximal Common Subgraph Isomorphism Algorithms,1999-01-01,en,The IMA volumes in mathematics and its applications,false,closed,https://doi.org/10.1007/978-1-4612-1480-9_3,book series,Peter Willett
W1532212609,NC-algorithms for graphs of small treewidth,1988-01-01,en,Unknown Publisher eBooks,false,closed,https://dspace.library.uu.nl/bitstream/1874/16558/1/bodlaender_88_nc_algorithms.pdf,ebook platform,Hans L. Bodlaender
W1532313648,An algebraic framework for the transformation of attributed graphs,1993-01-02,en,John Wiley and Sons Ltd eBooks,false,closed,https://dl.acm.org/citation.cfm?id=167848,ebook platform,"M. J. S. Lowe,Martin Korff,Annika Wagner"
W1532994955,"Mining, indexing and similarity search in large graph data sets",2006-01-01,en,,false,closed,https://www.ideals.illinois.edu/handle/2142/11256,article,"Xifeng Yan,Jiawei Han"
W1533075488,The three-phase method: A unified approach to orthogonal graph drawing,1997-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/3-540-63938-1_84.pdf,book series,"Brendan Madden,Thérèse Biedl,Ioannis G. Tollis"
W1533316337,VENUS: Vertex-centric streamlined graph computation on a single PC,2015-04-01,en,,false,closed,https://doi.org/10.1109/icde.2015.7113362,article,"Qin Liu,Cheng He,John C. S. Lui,Wei Fan,Zhenguo Li,Jiefeng Cheng"
W1533498055,A similarity measure of fuzzy attributed graphs and its application to object recognition,2002-12-23,en,Proceedings of IEEE 5th International Fuzzy Systems,false,closed,https://doi.org/10.1109/fuzzy.1996.552277,journal,"Weijie Liu,Michio Sugeno"
W1533522984,Artificial neural networks for the bipartite and k-partite subgraph problems,1993-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-56891-3_34,book series,"Sy‐Yen Kuo,Jenn-Shiang Lai,Young-Ja Ko"
W1533959098,Finding dense and connected subgraphs in dual networks,2015-04-01,en,,false,closed,https://doi.org/10.1109/icde.2015.7113344,article,"Ruoming Jin,Yubao Wu,Xiang Zhang,Xiaofeng Zhu"
W1534184506,SCHype - Java command line tool for spectral clustering in hypergraphs,2012-01-01,en,,false,closed,https://www.research.ed.ac.uk/portal/en/publications/schype--java-command-line-tool-for-spectral-clustering-in-hypergraphs(560db5a7-2858-4d91-90f0-0fc69d7672c0)/export.html,article,Tom Michoel
W1534252485,Aspects of graph vulnerability.,1994-01-01,en,,false,closed,https://researchspace.ukzn.ac.za/xmlui/handle/10413/4864,dissertation,David Peter. Day
W1534434495,APAC: An exact algorithm for retrieving cycles and paths in all kinds of graphs,2009-12-01,en,Tékhne - Revista de Estudos Politécnicos,false,closed,http://www.scielo.gpeari.mctes.pt/scielo.php?script=sci_arttext&pid=S1645-99112009000200004&lang=pt,journal,Ricardo Simões
W1534754842,Computing phi-nodes in linear time using DJ graphs.,1995-01-01,en,Journal of programming languages,false,closed,https://dblp.uni-trier.de/db/journals/jpl/jpl3.html#SreedharG95,journal,"Vugranam C. Sreedhar,Guang R. Gao"
W1535329538,NC algorithms for partitioning planar graphs into induced forests and approximating NP-hard problems,1995-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-60618-1_82,book series,"Zhi‐Zhong Chen,Xin He"
W1535374253,A linear time algorithm for isomorphism of graphs of bounded average genus,1993-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-56402-0_40,book series,Jianer Chen
W1535831885,"Experiences in data-parallel simulation and analysis of complex systems with irregular graph structures : a thesis presented in partial fulfilment of the requirements for the degree of Doctor of Philosophy in Computer Science at Massey University, Albany, New Zealand",2011-01-01,en,,false,closed,https://mro.massey.ac.nz/bitstream/10179/2992/1/02_whole.pdf,dissertation,A. Leist
W1536202058,A continuation of spanning 2-connected subgraphs in truncated rectangular grid graphs,2003-01-01,en,Memorandum (Institute of Pacific Relations American Council),false,closed,https://research.utwente.nl/en/publications/a-continuation-of-spanning-2-connected-subgraphs-in-truncated-rec,journal,"C. A. Rodger,A.N.M. Salman,Hajo Broersma"
W1536741012,Spirality of orthogonal representations and optimal drawings of series-parallel graphs and 3-planar graphs (extended abstract),1993-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-57155-8_244,book series,"Francesco Vargiu,Giuseppe Di Battista,Giuseppe Liotta"
W1536917028,Refining graph matching using inherent structure information,2015-06-01,en,2022 IEEE International Conference on Multimedia and Expo (ICME),false,closed,https://doi.org/10.1109/icme.2015.7177409,conference,"Yi-Zhe Song,Andrea Cavallaro,W. Lin"
W1537242016,A Weighted Common Subgraph Matching Algorithm,2014-01-01,en,arXiv (Cornell University),true,green,https://arxiv.org/abs/1411.0763,repository,"Xu Yang,Hong Qiao,Zhiyong Liu"
W1537398273,Projection and unification for conceptual graphs,1995-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-60161-9_44,book series,Mark E. T. Willems
W1537604577,Concise representation of hypergraph minimal transversals: Approach and application on the dependency inference problem,2015-05-01,en,,false,closed,https://doi.org/10.1109/rcis.2015.7128905,preprint,"M. Nidhal Jelassi,Christine Largeron,Sadok Ben Yahia"
